,"cln3-1","cln3-2","clb2-2","clb2-1","alpha0","alpha7","alpha14","alpha21","alpha28","alpha35","alpha42","alpha49","alpha56","alpha63","alpha70","alpha77","alpha84","alpha91","alpha98","alpha105","alpha112","alpha119","cdc15_10","cdc15_30","cdc15_50","cdc15_70","cdc15_80","cdc15_90","cdc15_100","cdc15_110","cdc15_120","cdc15_130","cdc15_140","cdc15_150","cdc15_160","cdc15_170","cdc15_180","cdc15_190","cdc15_200","cdc15_210","cdc15_220","cdc15_230","cdc15_240","cdc15_250","cdc15_270","cdc15_290","cdc28_0","cdc28_10","cdc28_20","cdc28_30","cdc28_40","cdc28_50","cdc28_60","cdc28_70","cdc28_80","cdc28_90","cdc28_100","cdc28_110","cdc28_120","cdc28_130","cdc28_140","cdc28_150","cdc28_160","elu0","elu30","elu60","elu90","elu120","elu150","elu180","elu210","elu240","elu270","elu300","elu330","elu360","elu390"
"YPL002C",-0.27,-0.36,0.1,0.49,-0.02,0.14,0.16,0.37,0.14,0.09,0.17,-0.03,-0.03,0.04,-0.13,0.03,-0.1,-0.31,-0.03,-0.29,-0.36,0.17,0,0.1,0.28,0.15,-0.84,0.3,-0.28,0.28,-0.78,0.32,-0.42,0.01,-0.42,-0.05,-0.32,0.1,-0.14,0.22,-0.38,0.01,-0.02,0.62,0.47,0.79,0.19,-0.14,-0.03,0.08,0.26,0.24,-0.09,0.15,-0.03,-0.09,-0.17,-0.32,0.08,,0.07,-0.35,0.16,0.08,-0.25,0,-0.18,0.27,0.1,0,0.06,-0.05,-0.1,0.15,-0.1,-0.06,0.07
"YPL003W",0.26,-0.86,-0.04,-0.17,0.16,0.06,0.49,0.1,0.13,0.25,0.01,-0.3,-0.14,-0.02,-0.02,-0.44,-0.08,-0.28,-0.12,-0.2,0.3,0.1,-0.02,0.3,0.02,-0.26,-0.22,-0.67,2.25,0.02,0.23,-0.14,0.17,,0.33,-0.59,,-0.64,0.95,-0.22,,0.34,,-0.57,-0.57,-0.73,0.84,-0.18,-0.62,0.04,0.12,0.08,0.01,0.35,0.44,-0.23,-0.12,0.23,-0.04,-0.4,-0.51,,,0.52,0.11,-0.02,0.11,-0.27,-0.12,-0.16,0.07,0.09,-0.29,-0.27,0.35,-0.02,-0.1
"YPL004C",0.01,0.08,-0.03,0.24,-0.16,0.88,0.79,0.33,-0.16,-0.42,-0.2,-0.35,-0.12,0.18,0.23,0.04,0.01,-0.56,-0.08,-0.54,0.06,0.07,0.49,0.67,0.56,0.46,0.28,-0.44,0.49,-0.09,0.01,-0.35,-0.44,,-0.25,-0.71,0.38,-0.2,0.46,-0.31,0.09,0,0.27,-0.53,-0.63,-0.21,-0.04,-1.24,-1.53,-0.7,-0.38,-0.28,-0.43,-0.17,0.45,1.08,0.64,0.59,0.31,0.19,,0.69,0.82,0.53,0.21,0.03,-0.22,-0.72,-0.66,-0.7,0.15,0.29,-0.04,-0.36,0.42,0.65,0.41
"YPL005W",0.16,-0.81,-0.14,-0.1,0.3,,0.21,0.19,0.39,0.24,0,-0.06,-0.14,0.12,-0.2,-0.18,-0.2,-0.12,-0.12,,-0.96,0.53,0.71,-0.92,0.23,-0.23,0.59,-0.27,0.28,-0.13,0.39,0.19,0.36,,-0.45,-0.12,,0.01,,-0.01,0.5,-0.06,,-0.19,-0.48,-0.38,0.38,-0.57,-0.72,-0.9,-0.39,-0.12,-0.57,-0.36,0.59,0.64,0.08,0.12,0.05,0.21,0.28,0.5,0.78,0.46,-0.3,-0.02,0.02,0.04,-0.25,-0.36,-0.23,0.16,-0.13,0.52,0.18,0.06,-0.13
"YPL006W",0.26,-0.49,-0.34,0.07,0.08,0.65,-0.12,0.25,0.23,0,-0.25,,-0.28,0.03,-0.12,-0.16,-0.28,-0.25,0.17,-0.06,-0.16,0.27,-0.07,-0.02,0.19,0.31,0.18,0.14,0.42,0.3,0.17,-0.14,-0.11,-0.32,-0.19,-0.07,0.21,0.02,-0.11,0.02,-0.64,0.1,0.08,-0.14,-0.04,-0.28,0.32,-0.05,-0.57,-0.69,-0.26,0.28,-0.13,-0.02,0.21,0.06,0.4,0.02,0.43,0.01,0.02,,,0.71,-0.04,0.23,0.19,0.07,-0.45,0.24,0.05,0.18,0.03,-0.45,-0.17,-0.68,0.07
"YPL007C",-0.51,0.45,-0.49,0.11,-0.14,-0.66,0.33,0.29,0.36,0.33,0.11,-0.14,-0.07,-0.22,0,0.03,0.19,-0.14,0.14,-0.02,-0.28,-0.11,-0.4,-0.35,-0.18,-0.18,-0.29,-0.78,-0.45,-0.05,-0.45,0.3,-0.38,0.38,-0.63,0.25,-0.18,0.19,-0.01,0.44,-0.33,0.36,0.06,0.98,0.81,0.88,-0.34,-0.35,0.52,0.48,-0.3,0.1,-0.15,-0.21,-0.31,-0.66,0.09,0.32,0.43,0.19,0.19,,,0.65,-0.05,-0.05,-0.22,0.23,0.09,0.27,0.29,-0.03,-0.19,-0.28,0,-0.55,-0.15
"YPL008W",-0.38,-0.47,-0.36,0.32,0.87,-0.18,0.14,0.28,-0.03,-0.27,-0.01,-0.27,0.08,-0.04,0.03,0.03,0.22,-0.03,0,-0.18,-0.39,-0.27,0.28,0.31,0.45,0.07,-0.05,-0.14,-0.15,-0.33,-0.23,-0.1,-0.15,0.08,0.1,0.08,1.32,-0.41,-0.21,-0.19,-0.27,-0.25,0.21,0.05,-0.14,-0.33,0.14,-0.04,0.92,0.12,-0.07,-0.02,-0.15,-0.02,-0.44,-0.05,0.12,0.4,-0.44,,-0.23,0.17,-0.41,-0.39,-0.28,0.03,0.2,0.21,0.29,0.24,0.03,0.09,0.17,0.09,-0.06,-0.7,0.07
"YPL009C",0.18,0.2,-0.58,0.53,0.14,-0.37,-0.31,0.06,-0.08,0.07,0.12,-0.23,0.11,0.15,-0.06,0.23,0.21,-0.15,0.01,0.06,-0.19,0.24,0.21,0.38,0.06,-0.21,-0.48,0,0.34,-0.1,-0.67,-0.05,0.05,-0.09,-0.21,-0.07,-0.16,0.19,-0.17,-0.09,-0.07,0.78,0.18,0.11,0,0.08,-0.12,-0.07,0.01,-0.28,0.11,0.12,0,0.09,-0.2,0.28,-0.1,0.04,-0.15,0.05,,0.3,-0.09,0.35,-0.06,-0.12,-0.03,0.33,-0.05,-0.08,-0.17,-0.19,-0.06,0.1,-0.06,0.04,0.02
"YPL010W",,0.29,-0.12,0.15,-0.11,-0.05,0.07,0.15,0.07,0.09,0.31,0.1,-0.01,-0.23,-0.1,-0.19,0.03,-0.22,0.07,-0.38,0.38,0.03,-0.12,0.03,-0.1,0.14,0.4,-0.12,0.51,-0.27,0.37,-0.12,0.3,,0.15,,0.45,-0.46,0.25,-0.16,0.12,-0.33,0.65,-0.7,-0.16,-0.84,-0.34,-0.28,0.25,-0.07,0.16,-0.2,-0.09,-0.11,-0.32,0.36,0.26,-0.05,,0.18,0.1,-0.01,0.17,0.06,-0.04,-0.28,-0.05,-0.08,0.16,0.12,0.15,-0.06,-0.12,0.12,0.02,-0.06,0.06
"YPL011C",0.15,-0.27,0.01,-0.01,-0.04,-0.34,-0.08,-0.04,0.09,0.4,0.23,0.22,-0.08,-0.13,-0.08,-0.13,-0.02,-0.34,-0.02,-0.04,0.27,0.12,-0.42,-0.34,-0.07,-0.12,-0.27,-0.06,-0.46,0.18,-0.34,0.24,-0.23,0.36,-0.46,0.05,0.01,-0.06,0.02,-0.12,-0.12,0.08,0.36,0.68,0.48,0.62,-0.17,-0.34,-0.01,-0.13,0.16,0.01,-0.01,0.08,0.05,0.38,0.03,0,-0.2,0.01,,0.14,0,0.57,-0.32,-0.12,0.46,0.3,0.14,-0.05,0.01,0.07,0.04,0.06,-0.28,-0.5,-0.36
"YPL012W",-0.23,-0.38,-0.62,0.34,0.28,-1.11,-1.38,-0.36,-0.15,0.19,0.28,0.14,0.42,0.3,0.17,0.31,0.2,0.31,-0.15,0.27,-0.15,0.43,-0.64,0.11,0.03,-0.1,-0.27,0,0.35,0.03,-0.57,0.03,0.04,0.08,-0.3,0.01,-0.03,-0.07,-0.27,-0.03,0.14,0.24,0.39,0.12,0.19,0.52,-0.63,0.3,0.48,-0.02,0.31,0.15,0.22,0.16,-0.13,0.32,-0.15,-0.15,-0.32,-0.2,,-0.17,-0.18,-1.82,-0.45,-0.16,0.94,1.1,0.71,0.45,0.17,-0.21,0.8,0.35,-0.65,-1.05,-0.19
"YPL013C",0.2,-0.58,-0.51,-0.29,0.03,-0.15,0.19,0.25,0.08,0.04,0.17,-0.04,0.06,-0.27,0.25,-0.04,0.17,-0.34,0.01,-0.17,0.19,-0.43,-0.23,0.13,-0.28,-0.14,0.19,-0.12,,0.15,,0.08,,-0.04,,0.12,0.8,-0.43,,-0.08,,0.22,,-0.12,-0.02,-0.21,0.14,0.53,0.36,-0.27,-0.1,-0.32,-0.23,-0.24,-0.55,0.57,0.18,,-0.55,-0.21,-0.12,0.69,0.14,0.41,-0.36,-0.12,0.2,-0.05,-0.1,0.1,0.05,-0.04,-0.38,0.34,0.21,-0.19,-0.07
"YPL014W",-0.6,0.53,-0.18,0.46,-0.21,0.14,0.83,0.4,-0.15,-0.13,-0.23,-0.4,-0.19,0.28,0.34,0.76,0.27,-0.01,-0.86,-0.37,-0.35,-0.13,0.12,-0.19,-0.38,-0.22,0.19,0.16,0.3,-0.01,0.07,-0.07,0.12,-0.01,0.01,-0.13,-0.01,-0.22,0.07,0.01,0.68,-0.22,0.37,-0.13,-0.28,-0.22,0.3,-0.84,0.58,-0.14,-0.58,-0.26,-0.7,-0.95,-0.12,0.54,1.17,0.55,0.73,-0.03,-0.14,-0.33,0.25,0.21,-0.75,0.06,-0.51,-0.19,-0.03,0.09,0.28,-0.13,0.18,0.28,0.5,-0.37,0.38
"YPL015C",0.07,-0.1,-0.43,-0.2,-0.35,-0.24,0.33,0.43,0.08,-0.02,-0.14,-0.15,-0.07,-0.28,0.3,0.25,0.42,-0.2,-0.02,-0.2,0.15,-0.28,-0.42,-0.81,-0.74,-0.64,-0.11,-0.35,0.1,0.03,-0.36,0.27,0.08,0.08,-0.08,-0.06,-0.12,-0.01,-0.2,-0.05,0.66,0.45,0.49,0.83,0.46,0.49,0.02,-0.09,0.52,0.05,-0.1,0.06,-0.23,0.14,0.12,0.57,0.31,-0.55,-0.12,-0.59,,-0.13,0.01,0.12,-0.25,-0.25,-0.14,-0.11,-0.11,0.23,0.16,0.06,-0.08,0.02,0.28,-0.11,0.17
"YPL016W",-0.15,-0.69,,0.2,0.33,,,0.12,-0.09,-0.11,-0.01,0.41,-0.36,,-0.13,0.26,-0.02,-0.13,0.06,0.02,-0.54,0.19,0.32,0.46,0.31,0.02,-0.32,0.15,-0.23,0.19,-0.7,0.3,-0.18,0.18,-0.28,0.09,-0.1,0.22,-0.21,-0.16,0.05,-0.23,-0.33,0.3,0.07,0.09,-1.3,-1.02,0.2,0.52,0.87,0.81,0.49,0.44,0.21,-0.6,-0.07,-0.49,0.34,0.22,,-0.57,-0.04,-0.01,-0.12,0.77,0.47,0.41,0.09,0.45,-0.08,-0.08,-0.4,0.22,-0.97,-0.85,0.11
"YPL017C",0.56,-0.06,,-0.17,-0.6,-0.18,0.22,0.32,0.33,0.06,0.27,0.1,0.23,-0.2,0.27,0.1,0.01,-0.2,-0.24,-0.22,-0.18,-0.07,0.16,0.14,0.21,-0.05,,-0.02,,0.11,,0.18,,0.04,,0.01,,-1.87,,0.01,,,,0.37,0.22,0.48,0.01,0.43,0.25,0.27,-0.3,-0.8,-0.61,-0.28,-0.03,0.49,0.03,-0.05,0.42,0.19,-0.28,0.22,0.03,0.07,0.21,0.29,0.18,0.08,-0.14,-0.07,-0.02,-0.07,-0.33,-0.3,0.02,-0.03,0.12
"YPL018W",,-0.25,,0.03,-0.8,,-0.13,0.1,0.19,0.12,0.45,0.1,0.35,0.42,-0.03,0.24,0.1,-0.18,-0.52,0.03,-0.32,-0.11,-0.39,-0.03,-0.22,-0.51,0.37,-0.23,0.4,-0.27,0.04,-0.03,0.3,,0.38,-0.11,0.65,-0.39,0.32,-0.47,1.03,0.11,1.08,-0.71,-0.49,-0.83,0.49,0.31,0.12,0.02,0.06,0,-0.16,0.02,-0.27,-0.16,-0.19,0.27,-0.04,-0.22,,-0.04,-0.23,-0.56,0.69,0.07,0.05,0.17,-0.15,-0.24,0.14,-0.09,0,-0.34,0.17,-0.34,0.41
"YPL019C",0.38,0.45,0.07,-0.15,-0.75,-0.84,-0.45,-0.24,-0.16,0.08,0.27,0.26,0.51,0.29,0.69,0.45,0.1,-0.08,0.13,0.04,-0.2,-0.12,0.25,0.19,0.04,-0.12,,-0.04,,,,0.01,,0.11,,-0.02,,-0.75,,-0.28,,0.36,,0.16,0.13,-0.04,-0.89,0.02,0.27,-0.07,-0.11,-0.31,-0.34,-0.1,-0.18,0.58,0.19,0.09,,0.2,0.04,0.31,0.29,-1.07,0.51,0.2,0.49,0.75,0.4,0.22,-0.29,-0.27,-0.24,0.14,0.07,-0.49,-0.42
"YPL020C",,-0.38,-0.64,0.38,0.21,-0.07,-0.27,0.03,-0.02,0.03,0.23,0,0.18,0.13,-0.23,0.08,0.03,-0.15,-0.31,0.08,-0.02,0.05,-0.19,0.17,-0.1,0.46,0.14,-0.43,0.31,0.01,-0.03,-0.17,-0.36,0.17,-0.4,-0.12,0.35,-0.19,0.23,0.17,0.75,-0.01,0.68,-0.57,-0.62,-0.23,,,,,,,,,,,,,,,,,,1.04,-0.01,-0.37,0.01,0.19,-0.12,0.23,-0.04,-0.33,-0.02,0.01,-0.17,-0.26,-0.15
"YPL021W",0.06,-0.94,,1.3,0.23,-0.17,0.19,-0.07,0.11,0.1,0.17,0.32,-0.05,-0.18,-0.15,-0.22,-0.04,-0.13,-0.31,0.04,0.11,0.05,-2.4,-3.19,-3.4,-0.16,-0.48,0.55,0.46,1.29,0.77,0.62,-0.54,0.36,-0.23,0.38,0.38,-0.96,0.61,1.26,1.34,0.26,0.72,0.71,0.67,0.97,1.13,1.32,0.58,0.76,0.48,0.92,-0.52,0.67,-2.33,-3.33,0.26,-0.52,0.13,0.67,0.37,0.37,-1,0.31,-0.15,0.2,0.45,0.34,-0.05,0.1,-0.07,0.04,-0.38,-0.03,-0.5,-0.11,-0.15
"YPL022W",0.25,-0.14,-0.71,0.45,0.18,-0.03,0.35,-0.14,-0.22,-0.2,0.12,-0.16,0.03,0.13,-0.12,0.33,0.23,,-0.43,0.03,-0.14,0.05,-0.39,-0.8,-0.88,-0.27,-0.39,-0.31,-0.26,-0.02,-0.23,0.32,-0.08,0.35,-0.05,0.24,0.22,0.12,0.09,0.18,0.62,-0.02,-0.09,0.62,0.49,0.51,0.09,-0.07,0.45,0.22,0.14,0.29,0.07,0.09,-0.15,-0.34,0.05,0.01,-0.19,,-0.18,-0.39,-0.07,-0.2,0.04,-0.28,0.11,0.04,-0.19,0.08,0.05,-0.06,0.27,-0.02,0.18,-0.2,0.2
"YPL023C",0.7,0.37,-0.32,-0.23,0,0,0.16,0.25,0.09,0.14,-0.03,-0.09,-0.1,-0.19,0.18,0.18,0.06,-0.25,-0.04,-0.07,-0.02,-0.28,-0.27,-0.26,-0.31,-0.27,0.09,0.16,-0.11,0.38,-0.34,-0.27,-0.16,-0.14,0.09,0.2,0.29,,0.28,0.01,0.34,0.17,0.69,-0.22,-0.08,-0.27,-0.12,0.06,0.44,0.32,0.12,-0.01,-0.08,-0.12,-0.11,0.3,0.24,0.03,0.05,-0.11,,-0.68,-0.32,0.45,-0.3,0,0.38,0.26,-0.02,-0.02,0.13,-0.05,-0.18,-0.17,-0.14,-0.25,-0.11
"YPL024W",0.61,-0.29,-0.38,0.25,-0.18,0.2,0.38,0.09,-0.01,0.08,0.12,-0.02,-0.09,-0.12,-0.07,0.02,0.06,-0.27,-0.18,-0.42,0.2,0.22,0.98,0.67,0.26,0.62,-0.33,0.67,0.08,0.6,-0.6,0.06,-0.54,-0.63,-0.5,0.02,-0.44,0.4,-0.12,0.48,-0.6,-0.27,-0.57,0.12,-0.14,-0.22,-0.09,0.4,0.68,0.54,0.4,0.14,0.08,0.14,0.15,0.2,-0.08,-0.48,-0.51,-0.6,,-0.69,-0.27,-0.35,-0.28,-0.33,0.08,0.32,0.21,0.09,0.17,0.16,-0.07,0.05,-0.01,-0.05,0.01
"YPL025C",-0.92,-1.12,-0.29,0.5,-0.22,-0.2,0.03,-0.47,0.36,0.49,0.07,0.2,-0.06,-0.04,-0.4,,-0.22,-0.04,-0.3,-0.16,0.33,0.63,0.01,-0.3,-0.32,0.38,0.1,0.13,-0.04,0.3,-0.33,0.16,-0.53,-0.06,-0.58,0.07,0.37,0.69,0.47,0.49,-0.29,-0.14,-0.5,0.18,-0.1,-0.17,-0.95,-1.3,0,0.83,0.41,0.6,0.33,-0.17,0.1,-0.11,0,0.37,-0.37,-0.06,-0.17,0.41,0.1,0.37,-0.31,0.14,0.05,-0.02,-0.08,-0.06,-0.16,-0.06,0.01,0.01,-0.22,0.48,-0.14
"YPL026C",0.7,-0.3,-0.42,0.03,-0.22,0.47,0.07,-0.07,-0.05,-0.04,-0.07,-0.04,-0.22,0.1,0.17,-0.04,0.1,-0.18,-0.2,-0.31,0.1,0.41,-0.11,0.78,0.52,-0.12,-0.38,-0.09,0.67,-0.22,-0.2,0.29,0.59,0.07,-0.65,-0.32,0.11,-0.22,-0.4,-0.15,-0.15,-0.5,0.44,-0.12,0.01,0.14,-0.39,-1.04,-0.54,0.13,0.17,-0.19,0.25,0.48,0.49,0.22,0.27,-0.12,0.15,-0.06,0.17,,,0.03,-0.28,-0.36,0.24,0.5,0.27,-0.51,-0.05,0.32,0.29,-0.16,-0.25,0.13,-0.16
"YPL027W",0.19,-1.32,-0.03,0.01,0.14,,0.14,-0.27,0.12,0.43,0.24,0.09,-0.09,-0.29,-0.05,-0.33,-0.03,-0.43,,-0.27,-0.05,0.67,0.85,1.04,0.45,0.14,-0.51,-0.16,-0.53,0.07,-0.2,0.83,0.59,0.59,-0.33,-0.08,-0.4,0.19,-0.29,-0.02,-0.84,-0.59,-0.57,0.08,-0.03,-0.26,0.78,-0.61,-0.06,0.15,0.82,0.08,-0.22,0.5,-0.73,-0.5,-0.06,-0.85,-0.4,0.15,-0.4,0.98,0.39,0.28,-0.02,-0.14,0.04,0.02,-0.16,-0.07,0.08,0.18,-0.14,-0.16,0.04,-0.07,0.12
"YPL028W",0.23,0.06,-0.25,0.23,-0.03,-0.16,0.33,0.12,0.23,-0.1,0.21,-0.02,0.01,-0.1,-0.02,-0.13,0.15,-0.23,0.21,-0.32,0.1,-0.23,0.35,0.28,0.35,0.27,0.06,0.25,0.29,0.28,-0.18,0.17,-0.11,-0.11,-0.53,0.19,-0.21,0.14,-0.53,-0.03,-0.29,-0.45,-0.27,0.14,0.01,-0.09,-0.05,-0.28,0.26,0.09,-0.47,-0.34,-0.56,-0.31,-0.31,0.92,0.53,-0.35,,0.22,0.18,0.07,0.39,-0.48,-0.17,-0.28,0.25,0.12,0.01,-0.43,0.27,0.3,0,-0.21,0.17,0.08,0.36
"YPL029W",-0.97,0.14,0.04,0.29,-0.12,-0.56,-0.17,0.03,0.16,0.39,0.3,0.25,0.1,0,-0.03,-0.03,-0.06,-0.34,-0.14,-0.27,0.27,0.21,0.91,0.62,0.58,0.24,-0.12,0.43,-0.01,0.27,-0.62,0.27,-0.47,-0.17,-1.01,-0.06,-0.59,0.3,-0.17,0.34,-0.62,0.35,-0.65,0.15,-0.17,0.18,0.26,-0.32,-0.35,-0.46,0.03,0.29,-0.12,0.17,0.2,0.03,0.11,0.12,0.07,,0.2,-0.6,0.37,-0.27,-0.31,-0.42,0.44,0.21,0.02,0.21,0.17,0.04,-0.13,0.11,-0.03,-0.08,0.04
"YPL030W",0.3,-0.03,-0.54,0,0.21,-0.63,-0.33,-0.37,0.08,-0.14,0.39,0.17,0.3,0.03,-0.08,-0.14,0.07,-0.14,0.07,-0.02,0.17,0.35,0.67,0.88,0.2,0.04,-0.26,0.81,0.2,0.04,-0.21,-0.15,-0.07,-0.56,-0.12,-0.8,0.26,0.14,0.02,0.07,-0.26,-0.52,0.3,-0.12,-0.23,-0.36,-0.13,0.15,-0.03,-0.23,0.01,0.26,0.18,0.34,0.17,-0.13,-0.38,-0.13,-0.06,-0.04,,0.21,-0.16,-0.31,-0.36,-0.29,0.26,0.29,0.7,-0.05,0.06,0.24,0.36,-0.2,-0.22,-0.31,-0.16
"YPL031C",-0.79,-0.4,0.4,0.2,0.03,-0.29,0.16,-0.19,0.22,0.28,0.31,-0.11,0.03,0.03,0.05,-0.29,0.02,-0.41,0.13,-0.06,0.18,-0.11,1.84,1.25,1.31,0.13,0.01,0.37,-0.1,0.7,-0.09,-0.19,-0.67,-0.17,-0.6,-0.1,-0.97,0.16,-0.22,0.05,-0.31,-0.41,-0.59,-0.47,-0.54,-0.42,0.34,-0.58,-0.46,-0.45,-0.57,-0.18,-0.4,-0.32,0.13,0.5,0.12,0.18,,0.31,0.21,0.74,0.42,0.71,-0.06,-0.03,-0.13,-0.17,-0.26,-0.01,0.18,0.05,-0.18,-0.34,0.07,0.13,0.04
"YPL032C",-0.09,1.43,-1,0.28,-0.19,-0.65,-0.25,0.01,0.67,0.45,0.78,0.1,-0.19,-0.6,-0.71,-0.44,0.18,0.11,0.38,0.15,0.2,0.01,0.34,0.16,0.12,-0.05,-0.64,0.35,-0.05,0.3,-0.36,0.26,0.01,0.07,-0.15,-0.02,0.09,0.23,-0.14,0.23,-0.62,-0.49,0.23,0.13,-0.08,0.04,-0.7,-0.35,0.18,0.38,0.34,0.55,0.2,0.08,-0.41,-0.34,-0.31,0.14,0.2,0.19,,0.14,-0.27,-0.78,-0.75,-0.57,-0.25,0.23,0.69,0.23,0.45,0.41,0.44,0.4,0.03,-0.32,-0.21
"YPL033C",0.1,-0.86,-0.64,-0.09,0.43,-0.03,0.2,0.01,0.21,0.21,0.29,0.03,-0.11,0.01,-0.44,-0.41,-0.07,,-0.57,,-0.27,0.51,-0.18,-0.12,0.06,0.22,0.34,-0.02,-0.24,0.11,0.2,0.08,-0.24,0.11,0.17,0.1,-0.05,-0.16,-0.29,-0.22,0.43,-0.14,0.85,-0.46,-0.36,-0.18,1.85,0.88,1.09,0.41,0.14,0.24,-0.18,-1.44,-0.96,,-0.31,-1.18,-0.44,-0.06,0.41,-0.76,0.32,0.49,-0.18,-0.03,0.1,0.09,-0.11,0.16,0.09,0.01,-0.25,0.14,-0.39,0.05,-0.16
"YPL034W",0.2,0.16,-0.38,0.3,0.07,-0.05,0.06,0.25,0.09,0.15,0.13,0.14,-0.13,-0.18,-0.36,-0.13,0.03,-0.4,-0.11,-0.42,0.31,0.58,0.27,0.28,0.43,0.35,0.22,0.39,0.12,0.21,-0.18,0.18,-0.07,0,-0.22,0.03,0.05,0.05,-0.14,0.02,-0.56,-0.58,-0.05,-0.05,-0.3,-0.41,0.08,0.17,0.45,0.09,-0.14,-0.31,-0.4,-0.19,-0.34,-0.1,-0.07,0.19,-0.06,0.2,,0.28,0.14,,-0.13,-0.33,-0.17,0.26,0.24,0.18,0.04,0.04,0.06,0.28,-0.3,-0.09,-0.09
"YPL035C",-0.09,-0.29,-0.07,-0.04,0.25,0.11,0.36,0.29,0.22,0.35,0.1,0.05,-0.04,-0.14,-0.09,-0.28,-0.23,-0.3,-0.26,-0.23,-0.21,0.05,0.3,0.13,0.06,-0.05,0,-0.08,-0.08,0.23,0.06,0.23,-0.28,0.35,-0.47,-0.1,0.27,-0.01,,-0.13,-0.05,-0.2,0.34,-0.12,-0.07,-0.32,0,0.06,0.28,0.31,-0.48,-0.07,-0.22,-0.07,-0.02,-0.42,0.03,-0.69,0.28,0.6,0.41,,,0.79,-0.34,0.02,0.11,0.22,-0.13,0.04,-0.05,0.06,-0.23,0.02,-0.21,-0.09,-0.19
"YPL036W",-0.76,-1,1.4,0.36,-0.28,-0.52,-0.64,-0.67,-0.33,-0.31,0.45,0.33,0.72,0.54,0.17,0.1,-0.08,-0.36,-0.1,0.18,0.27,0.52,-0.36,-1.34,-1.5,-0.25,0.44,0.36,1.15,0.61,1.09,-0.19,0.09,-0.58,-0.19,-0.65,0.36,-0.52,0.96,0.07,1.3,0.59,0.81,-0.7,-0.75,-0.8,1.04,1.09,-0.18,-0.6,-1.45,-0.31,0.82,-1.18,-0.07,0.14,-0.45,0.75,0.4,,,,,-0.81,-0.13,-0.42,0.42,0.04,-0.25,0.42,-0.09,0.08,0.42,0.09,-0.12,0.02,0.35
"YPL037C",-0.3,-0.43,0.5,0.04,0.22,-0.1,0.13,0.05,0.05,-0.01,0.02,-0.02,0.18,-0.34,0.28,-0.22,0.01,-0.24,0.34,-0.01,0.22,-0.54,,0.03,0.15,0.14,-0.08,0.25,-0.22,,-0.27,0.23,0.12,0.34,-0.4,0.19,-0.41,-0.02,-0.35,0.21,-0.18,-0.21,-0.36,0.32,0.15,0.37,-0.42,-0.15,0.42,-0.02,-0.03,-0.5,-0.37,-0.3,-0.34,1.17,0.37,,-0.45,0.05,-0.01,0.47,0.12,-0.37,-0.01,0.12,0.75,0.36,0.33,0.31,0.14,-0.03,-0.33,-0.23,-0.25,-0.46,-0.33
"YPL038W",0.26,-0.45,-0.43,0.42,0.13,1.14,-0.21,-0.23,-0.25,0.21,0.28,0.16,0.16,-0.09,-0.29,0.02,0.19,-0.21,-0.68,-0.47,0.12,0,-0.13,0.16,-0.28,-0.1,0.24,-0.46,0.45,-0.11,-0.01,-0.36,-0.18,-0.46,-0.07,0.74,-0.1,-0.27,0.32,-0.07,0.3,0.51,0.48,-0.28,-0.08,-0.25,0.28,0.23,0.19,0.2,-0.01,0.05,0.05,0.04,-0.03,0.01,-0.33,-0.32,-0.21,-0.13,,0.2,-0.22,0.37,0.18,-1.45,0.4,0.46,0.3,0.17,0.17,-0.4,-0.15,0.3,-0.1,-0.4,0.17
"YPL039W",0.31,-0.89,0.06,-0.04,0.02,-0.12,0.12,0.1,0.17,0.16,0.47,0.01,0.06,-0.33,-0.04,-0.25,-0.02,-0.39,0.17,0.09,-0.02,-0.18,-0.27,0.26,0.04,-0.12,-0.12,-0.24,0.23,-0.07,-0.26,0,-0.29,-0.34,-0.12,-0.03,0.32,-0.1,0.3,-0.15,0.56,-0.19,0.6,-0.13,0.04,0.06,0.05,-0.35,0.18,0.61,0.13,0.05,0.04,0.2,0.04,-0.39,-0.45,-0.09,0.12,-0.09,-0.08,,,0.06,0.01,0.15,0.43,0.31,0.01,0.01,0,-0.04,-0.17,-0.07,-0.12,-0.26,-0.3
"YPL040C",0.48,0.11,-0.38,0.01,-0.17,-0.08,-0.03,0.31,0.14,-0.08,0.1,-0.14,0.1,0.19,0.1,0.19,0.22,-0.25,-0.29,0.02,-0.29,-0.03,-0.58,0,-0.23,-0.31,0.38,-0.39,0.68,-0.22,0.29,-0.01,-0.13,-0.23,0.61,-0.03,,-0.2,0.37,-0.11,0.99,0.6,,-0.52,-0.31,-0.66,0.2,-0.2,-0.34,-0.11,-0.11,0.08,-0.24,0.08,0.05,0.11,0.04,-0.22,0.24,-0.13,0.11,0.1,0.35,-0.75,-0.26,-1.19,-0.31,-0.01,0.11,0.42,0.09,0.28,0.37,0.32,0.33,0.2,0.4
