FBgn	Chr	Start	Stop	Strand
FBgn0001404	X	2444657	2454761	+
FBgn0011606	X	2455313	2460208	-
FBgn0004643	X	2460347	2462983	+
FBgn0011566	X	2462835	2464823	-
FBgn0029629	X	2465399	2466518	-
FBgn0040334	X	2474497	2475894	-
FBgn0040336	X	2475956	2478301	+
FBgn0040333	X	2478348	2480731	-
FBgn0040335	X	2481174	2489509	+
FBgn0003371	X	2490106	2534013	+
FBgn0011276	X	2536430	2537879	-
FBgn0025838	X	2538143	2539088	-
FBgn0003068	X	2541736	2548936	+
FBgn0000092	X	2548887	2550042	-
FBgn0024992	X	2550878	2554371	-
FBgn0024993	X	2554860	2557074	+
FBgn0024994	X	2557273	2559932	-
FBgn0024996	X	2560732	2562222	+
FBgn0024995	X	2562315	2563591	-
FBgn0024997	X	2564840	2567824	+
FBgn0024998	X	2567904	2570113	-
FBgn0024991	X	2570237	2573811	+
FBgn0024973	X	2573796	2576481	-
FBgn0000928	X	2576624	2580315	+
FBgn0000927	X	2580442	2582737	+
FBgn0024977	X	2582863	2583645	+
FBgn0000520	X	2583856	2586215	+
FBgn0024978	X	2586375	2588341	-
FBgn0024975	X	2588534	2590565	+
FBgn0000376	X	2590400	2594933	-
FBgn0024980	X	2595243	2600222	-
FBgn0040384	X	2639062	2646098	-
FBgn0003996	X	2646755	2652622	-
FBgn0040356	X	2666123	2666908	+
FBgn0040352	X	2728146	2728977	-
FBgn0040353	X	2731687	2732679	-
FBgn0040354	X	2738722	2739789	-
FBgn0029639	X	2741337	2742067	-
FBgn0052794	X	2746576	2747238	+
FBgn0040355	X	2748118	2750039	+
FBgn0025643	X	2775926	2780539	+
FBgn0025644	X	2782205	2783325	-
FBgn0052793	X	2785952	2788698	+
FBgn0029642	X	2791326	2792075	+
FBgn0025645	X	2793284	2794102	+
FBgn0029643	X	2795012	2796697	+
FBgn0029644	X	2797638	2798426	+
FBgn0029645	X	2799632	2800652	+
FBgn0029646	X	2801559	2802752	+
FBgn0029647	X	2803261	2803707	+
FBgn0029648	X	2804192	2805106	+
FBgn0003285	X	2808363	2829988	-
FBgn0029649	X	2922924	2923718	-
FBgn0028369	X	2956234	2988959	+
FBgn0004647	X	2991028	3028418	+
FBgn0028746	X	3028604	3029278	-
FBgn0000644	X	3029532	3030390	-
FBgn0040396	X	3031275	3032380	+
FBgn0000479	X	3032598	3195502	+
FBgn0040393	X	3092280	3092838	-
FBgn0010294	X	3096181	3096727	-
FBgn0010295	X	3097647	3098240	-
FBgn0002933	X	3098568	3099090	+
FBgn0010296	X	3100107	3100344	-
FBgn0003086	X	3104751	3105445	-
FBgn0003374	X	3105657	3107196	+
FBgn0029656	X	3170900	3172558	-
FBgn0000472	X	3229339	3242172	+
FBgn0029657	X	3248785	3249570	-
FBgn0052493	X	3283608	3283679	-
FBgn0029658	X	3291244	3291923	-
FBgn0029659	X	3315429	3316395	-
FBgn0029660	X	3316784	3318611	+
FBgn0029661	X	3318621	3320200	-
FBgn0029662	X	3321893	3330676	-
FBgn0029663	X	3332832	3338478	-
FBgn0029664	X	3339125	3340716	+
FBgn0029665	X	3340756	3341530	-
FBgn0029666	X	3341809	3345064	+
FBgn0029667	X	3347165	3361007	-
FBgn0052791	X	3367477	3386818	-
FBgn0029669	X	3370472	3372216	+
FBgn0052792	X	3424559	3427956	+
FBgn0029672	X	3427877	3429776	-
FBgn0028961	X	3430694	3510945	+
FBgn0044046	X	3513768	3514428	+
FBgn0023216	X	3514445	3517293	-
FBgn0023215	X	3533962	3546512	+
FBgn0015286	X	3550710	3565367	-
FBgn0029675	X	3592398	3592700	+
FBgn0052781	X	3594297	3608248	+
FBgn0026698	X	3625644	3633912	+
FBgn0029676	X	3635274	3637715	+
FBgn0021738	X	3640100	3642576	+
FBgn0053221	X	3642734	3644132	-
FBgn0052789	X	3644385	3646811	+
FBgn0052779	X	3647794	3648990	+
FBgn0061173	X	3649422	3655746	+
FBgn0052785	X	3664936	3665007	+
FBgn0025118	X	3672859	3672930	+
FBgn0029679	X	3673539	3676117	+
FBgn0000542	X	3681333	3702862	+
FBgn0019661	X	3704133	3707924	-
FBgn0015565	X	3708200	3713563	-
FBgn0028491	X	3717658	3725533	+
FBgn0028665	X	3725977	3728208	+
FBgn0029681	X	3729409	3735724	+
FBgn0052776	X	3740264	3752401	-
FBgn0029684	X	3755193	3757012	-
FBgn0029685	X	3777393	3781488	-
FBgn0029686	X	3781757	3785243	+
FBgn0052786	X	3786297	3789144	+
FBgn0052783	X	3790493	3793340	+
FBgn0029687	X	3794213	3799342	+
FBgn0029688	X	3800782	3809991	-
FBgn0029689	X	3810663	3813801	-
FBgn0029690	X	3814235	3816585	-
FBgn0053220	X	3915559	3921189	+
FBgn0052790	X	3923112	3924451	+
FBgn0052778	X	3925374	3932034	+
FBgn0029692	X	3933274	3935963	+
FBgn0029693	X	3943152	3946272	-
FBgn0029694	X	3946645	3947792	+
FBgn0004832	X	3948251	3949434	-
FBgn0000221	X	3949581	3951034	+
FBgn0026084	X	3951352	3956218	+
FBgn0026079	X	3956384	3958971	-
FBgn0026085	X	3959396	3960107	+
FBgn0026080	X	3960028	3962679	-
FBgn0026083	X	3963655	3971984	+
FBgn0066114	X	3976483	3978084	+
FBgn0000635	X	3979609	4051327	-
FBgn0029696	X	4062132	4062590	-
FBgn0029697	X	4063463	4068420	+
FBgn0041252	X	4087203	4088044	-
FBgn0052774	X	4089458	4091006	-
FBgn0029700	X	4097112	4097934	-
FBgn0029701	X	4111397	4111849	+
FBgn0029702	X	4113938	4116322	+
FBgn0040904	X	4121844	4122143	-
FBgn0040905	X	4122830	4123099	-
FBgn0029703	X	4145551	4147583	-
FBgn0040906	X	4156656	4156940	-
FBgn0002707	X	4159459	4164038	-
FBgn0029704	X	4164677	4166986	+
FBgn0040907	X	4166990	4167438	-
FBgn0004625	X	4167863	4207691	+
FBgn0029705	X	4172317	4174540	-
FBgn0067702	X	4211457	4211479	-
FBgn0029706	X	4211656	4216373	+
FBgn0029707	X	4226709	4228406	+
FBgn0052773	X	4233069	4233488	-
FBgn0000179	X	4258093	4329701	+
FBgn0040910	X	4360851	4361419	+
FBgn0029708	X	4375468	4379076	+
FBgn0003210	X	4380866	4385873	-
FBgn0029709	X	4386147	4387679	+
FBgn0029710	X	4387874	4389747	+
FBgn0029711	X	4391757	4394495	-
FBgn0029712	X	4394311	4395051	+
FBgn0029713	X	4395122	4397117	-
FBgn0029714	X	4397204	4398135	+
FBgn0029715	X	4398349	4399582	-
FBgn0029716	X	4403309	4405239	+
FBgn0029717	X	4416371	4417118	-
FBgn0003053	X	4462806	4471460	+
FBgn0025387	X	4472617	4476173	-
FBgn0025388	X	4476289	4481219	-
FBgn0025739	X	4481567	4484349	+
FBgn0025613	X	4484562	4486313	-
FBgn0025612	X	4486504	4490105	-
FBgn0011277	X	4490364	4492651	-
FBgn0029718	X	4493114	4493886	+
FBgn0025615	X	4493827	4495069	-
FBgn0022942	X	4495258	4503496	+
FBgn0029719	X	4497290	4499685	-
FBgn0029720	X	4503389	4511934	-
FBgn0003200	X	4512519	4524823	-
FBgn0022768	X	4525637	4532108	-
FBgn0011760	X	4533038	4544702	+
FBgn0028325	X	4547509	4550360	+
FBgn0029722	X	4550546	4552741	+
FBgn0029723	X	4553155	4574731	+
FBgn0040911	X	4596618	4596860	-
FBgn0029724	X	4614406	4615311	-
FBgn0025679	X	4615793	4616754	-
FBgn0029725	X	4621195	4622612	-
FBgn0029726	X	4627554	4628201	-
FBgn0029727	X	4629435	4630874	+
FBgn0029728	X	4642598	4649007	-
FBgn0029729	X	4671241	4671954	+
FBgn0029730	X	4720918	4722381	+
FBgn0029731	X	4739926	4741086	+
FBgn0052771	X	4743218	4745213	+
FBgn0052770	X	4748838	4750543	+
FBgn0029733	X	4752149	4754058	+
FBgn0052772	X	4754996	4760225	+
FBgn0029736	X	4760655	4763682	-
FBgn0029737	X	4763967	4766885	+
FBgn0029738	X	4771898	4781387	-
FBgn0004368	X	4784369	4800662	+
FBgn0061196	X	4805163	4806237	-
FBgn0029740	X	4842971	4843423	+
FBgn0003028	X	4893534	4915082	+
FBgn0052767	X	4919871	4929964	-
FBgn0029745	X	4977135	4978226	+
FBgn0029746	X	5020477	5021745	+
FBgn0029747	X	5025418	5027606	-
FBgn0029748	X	5032370	5033067	+
FBgn0003244	X	5066468	5096387	+
FBgn0029749	X	5141318	5148134	+
FBgn0029750	X	5148220	5150955	-
FBgn0040913	X	5151096	5151431	+
FBgn0029751	X	5151498	5152654	-
FBgn0015617	X	5152703	5154165	-
FBgn0003449	X	5154484	5155737	+
FBgn0029752	X	5155818	5157125	-
FBgn0011761	X	5157610	5158359	+
FBgn0029753	X	5158503	5160472	+
FBgn0029754	X	5160695	5162519	-
FBgn0029755	X	5162666	5164309	+
FBgn0014024	X	5164159	5167963	-
FBgn0024332	X	5169123	5171965	+
FBgn0029756	X	5172543	5174573	-
FBgn0026751	X	5175148	5177668	+
FBgn0010014	X	5177982	5179772	+
FBgn0029761	X	5185475	5246379	+
FBgn0029759	X	5203565	5203945	+
FBgn0029762	X	5250469	5256082	-
FBgn0029764	X	5259044	5266100	-
FBgn0029763	X	5266767	5272145	+
FBgn0029765	X	5272754	5273452	+
FBgn0029766	X	5275917	5277698	+
FBgn0029768	X	5291898	5338794	+
FBgn0029769	X	5339277	5341286	-
FBgn0052762	X	5345502	5346423	-
FBgn0029770	X	5347069	5347812	+
FBgn0029771	X	5362498	5364007	+
FBgn0065061	X	5369539	5369619	-
FBgn0053980	X	5374164	5405420	-
FBgn0029775	X	5439510	5457470	+
FBgn0029776	X	5458674	5460997	-
FBgn0029777	X	5461164	5461403	-
FBgn0029778	X	5461807	5464038	-
FBgn0004687	X	5464371	5467795	-
FBgn0026702	X	5467587	5471289	+
FBgn0029779	X	5472890	5482827	-
FBgn0040914	X	5487126	5488302	-
FBgn0029780	X	5498755	5500964	-
FBgn0029781	X	5501085	5501924	-
FBgn0029782	X	5505418	5507289	-
FBgn0029783	X	5509865	5511206	-
FBgn0028474	X	5511331	5515790	+
FBgn0015794	X	5516059	5517046	-
FBgn0029785	X	5517679	5518793	+
FBgn0046687	X	5519073	5525212	-
FBgn0003747	X	5525964	5527680	+
FBgn0029788	X	5528498	5529501	+
FBgn0029789	X	5530674	5534708	-
FBgn0000394	X	5535233	5538321	+
FBgn0027564	X	5538182	5540443	-
FBgn0029791	X	5544424	5553751	+
FBgn0053080	X	5553798	5563015	-
FBgn0052758	X	5564972	5583275	-
FBgn0029795	X	5577996	5579631	+
FBgn0027321	X	5583897	5592460	-
FBgn0029798	X	5592985	5597018	+
FBgn0029799	X	5597760	5599277	+
FBgn0029800	X	5599438	5600120	-
FBgn0029801	X	5600874	5604987	+
FBgn0013987	X	5605144	5609419	-
FBgn0029803	X	5609803	5611053	+
FBgn0029804	X	5611089	5616015	-
FBgn0029805	X	5618373	5620148	-
FBgn0029806	X	5621339	5621989	-
FBgn0029807	X	5622431	5626852	-
FBgn0029808	X	5629676	5633572	+
FBgn0029809	X	5634723	5636161	+
FBgn0029810	X	5637383	5639784	+
FBgn0029811	X	5649967	5650470	+
FBgn0029812	X	5654242	5655293	+
FBgn0029813	X	5660352	5661002	-
FBgn0029814	X	5663800	5684809	+
FBgn0052761	X	5677534	5677604	+
FBgn0029815	X	5683401	5686049	-
FBgn0029816	X	5690516	5691342	+
FBgn0029817	X	5714331	5715299	+
FBgn0029818	X	5716075	5718600	-
FBgn0014340	X	5719071	5722087	-
FBgn0029819	X	5722232	5725069	-
FBgn0029820	X	5725094	5728636	+
FBgn0000042	X	5746100	5750026	+
FBgn0029821	X	5751193	5753047	+
FBgn0029822	X	5753361	5758315	+
FBgn0029823	X	5758302	5762029	-
FBgn0029824	X	5762413	5786906	+
FBgn0029825	X	5787844	5789623	+
FBgn0052756	X	5790946	5793094	+
FBgn0029826	X	5793426	5795444	+
FBgn0052755	X	5795487	5796673	+
FBgn0029827	X	5797834	5799246	+
FBgn0029828	X	5800866	5803520	+
FBgn0005390	X	5803447	5809393	-
FBgn0029830	X	5811517	5831932	+
FBgn0029831	X	5834048	5837880	+
FBgn0027546	X	5842740	5846033	-
FBgn0029003	X	5851096	5858414	-
FBgn0003302	X	5880981	5882412	-
FBgn0029833	X	5883121	5884814	+
FBgn0029834	X	5886899	5893746	+
FBgn0029835	X	5905146	5909527	+
FBgn0029836	X	5913196	5914497	+
FBgn0029837	X	5914362	5920093	-
FBgn0029838	X	5921303	5922718	-
FBgn0029839	X	5923947	5926603	-
FBgn0026060	X	5927943	5936675	-
FBgn0029840	X	5930010	5934942	-
FBgn0029843	X	5937006	5949209	+
FBgn0029846	X	5952289	5990624	-
FBgn0052750	X	6040024	6041653	-
FBgn0052751	X	6041960	6043865	-
FBgn0040069	X	6045423	6047795	-
FBgn0029848	X	6062716	6064530	-
FBgn0029849	X	6065160	6067956	+
FBgn0003514	X	6068297	6070399	-
FBgn0029850	X	6071411	6076554	+
FBgn0029851	X	6082553	6085362	+
FBgn0023458	X	6086637	6098490	-
FBgn0015818	X	6101069	6102655	+
FBgn0040918	X	6102894	6112463	-
FBgn0029853	X	6106476	6107356	+
FBgn0028982	X	6113050	6120222	+
FBgn0029854	X	6120206	6121914	-
FBgn0052744	X	6122213	6124507	-
FBgn0052745	X	6125469	6125988	-
FBgn0029856	X	6127514	6128811	-
FBgn0026015	X	6129374	6133200	-
FBgn0029857	X	6133390	6134794	+
FBgn0028685	X	6134704	6136479	-
FBgn0029858	X	6136586	6138401	+
FBgn0029859	X	6138340	6140351	-
FBgn0029860	X	6138340	6140351	-
FBgn0029861	X	6140627	6144209	+
FBgn0043796	X	6144287	6146506	-
FBgn0029863	X	6149226	6151981	+
FBgn0029864	X	6165725	6173089	+
FBgn0029865	X	6176075	6178003	+
FBgn0029866	X	6184763	6188599	+
FBgn0029867	X	6192339	6194476	+
FBgn0029868	X	6194559	6195635	-
FBgn0026708	X	6195865	6206429	+
FBgn0016974	X	6207090	6208196	-
FBgn0003655	X	6208655	6210945	-
FBgn0029870	X	6211185	6216163	+
FBgn0003139	X	6216295	6218077	-
FBgn0053664	X	6229429	6230073	+
FBgn0053669	X	6244719	6245363	-
FBgn0053668	X	6264053	6264697	-
FBgn0029871	X	6312270	6314064	-
FBgn0053667	X	6316932	6317636	-
FBgn0053666	X	6321562	6322206	-
FBgn0053665	X	6323463	6324107	-
FBgn0029872	X	6329022	6330302	-
FBgn0052748	X	6362210	6362282	+
FBgn0029873	X	6369709	6371577	+
FBgn0029874	X	6371337	6373097	-
FBgn0014031	X	6374184	6375962	+
FBgn0014026	X	6376250	6378521	-
FBgn0065071	X	6376871	6376937	-
FBgn0000524	X	6379246	6383818	+
FBgn0029875	X	6386007	6407684	+
FBgn0029876	X	6417159	6434416	+
FBgn0029877	X	6434526	6435883	+
FBgn0029878	X	6436014	6441870	+
FBgn0029879	X	6442281	6444936	+
FBgn0029881	X	6445301	6497334	+
FBgn0029880	X	6480089	6481405	+
FBgn0029882	X	6498342	6499422	-
FBgn0028360	X	6499852	6504945	+
FBgn0029885	X	6505789	6506683	-
FBgn0062413	X	6506883	6513503	+
FBgn0029887	X	6516433	6519205	-
FBgn0025815	X	6519625	6522408	+
FBgn0029888	X	6522497	6524354	-
FBgn0028336	X	6523702	6527090	+
FBgn0029890	X	6526991	6528866	+
FBgn0029891	X	6529034	6532254	+
FBgn0029892	X	6532830	6534006	-
FBgn0029893	X	6534424	6540218	-
FBgn0052741	X	6541099	6543739	+
FBgn0029894	X	6541939	6543739	-
FBgn0029895	X	6554956	6562215	+
FBgn0029896	X	6566788	6585222	-
FBgn0029897	X	6586773	6589493	-
FBgn0065052	X	6587585	6587622	-
FBgn0065056	X	6587922	6587974	-
FBgn0052740	X	6589707	6589779	-
FBgn0029898	X	6592785	6600679	+
FBgn0029899	X	6601558	6615533	+
FBgn0029502	X	6616472	6618275	+
FBgn0003390	X	6616680	6624895	-
FBgn0026145	X	6626633	6648782	-
FBgn0029902	X	6645017	6645487	-
FBgn0029903	X	6648923	6658757	+
FBgn0029904	X	6659354	6663392	+
FBgn0029905	X	6663411	6666151	-
FBgn0029906	X	6666263	6668079	+
FBgn0029907	X	6668491	6669293	+
FBgn0052743	X	6669874	6683486	+
FBgn0029909	X	6676712	6677897	-
FBgn0029911	X	6685613	6688900	-
FBgn0029912	X	6689579	6692911	+
FBgn0029913	X	6693112	6694723	-
FBgn0029914	X	6695008	6697126	+
FBgn0029915	X	6697145	6697859	-
FBgn0064122	X	6713744	6725755	+
FBgn0064121	X	6713744	6725755	+
FBgn0029920	X	6795746	6796249	+
FBgn0052733	X	6797572	6798045	+
FBgn0052732	X	6803247	6813949	-
FBgn0029922	X	6807382	6811028	+
FBgn0029924	X	6815177	6817505	+
FBgn0029925	X	6817560	6818646	-
FBgn0004646	X	6819252	6826934	-
FBgn0029927	X	6831726	6832439	+
FBgn0027106	X	6836847	6855105	-
FBgn0027108	X	6843899	6848750	+
FBgn0000330	X	6854536	6856371	-
FBgn0052736	X	6856597	6857372	+
FBgn0029928	X	6857472	6858898	-
FBgn0029929	X	6859139	6860248	+
FBgn0029930	X	6876861	6878815	-
FBgn0029931	X	6885844	6887005	+
FBgn0004143	X	6894657	6895620	+
FBgn0029932	X	6914649	6917925	+
FBgn0029933	X	6920901	6943289	-
FBgn0003659	X	6920901	6943289	-
FBgn0029935	X	6943809	6947533	-
FBgn0029936	X	6947786	6949734	-
FBgn0029937	X	6950136	6951581	+
FBgn0027342	X	6951508	6955528	-
FBgn0047092	X	6990820	6995086	-
FBgn0029939	X	7038312	7085656	+
FBgn0029940	X	7112140	7113117	+
FBgn0029941	X	7126324	7131429	-
FBgn0029942	X	7132089	7133285	+
FBgn0025549	X	7133916	7136540	-
FBgn0024250	X	7153177	7156848	+
FBgn0029943	X	7159851	7168976	-
FBgn0029944	X	7169454	7174051	+
FBgn0029945	X	7174554	7176391	+
FBgn0026144	X	7182606	7187971	+
FBgn0029946	X	7192213	7192730	-
FBgn0029947	X	7204032	7205304	+
FBgn0029948	X	7223409	7224035	+
FBgn0029949	X	7246936	7248410	-
FBgn0052727	X	7252446	7252971	+
FBgn0029950	X	7263830	7266876	+
FBgn0040922	X	7269830	7270048	-
FBgn0052726	X	7270460	7270979	-
FBgn0040923	X	7297444	7297899	+
FBgn0052719	X	7354127	7358079	-
FBgn0052720	X	7378100	7382125	-
FBgn0029951	X	7419834	7421837	+
FBgn0029952	X	7430677	7431246	-
FBgn0004198	X	7454384	7521259	+
FBgn0029504	X	7528694	7541930	-
FBgn0029955	X	7558021	7563164	-
FBgn0022786	X	7567370	7571145	+
FBgn0027553	X	7571230	7573558	-
FBgn0029957	X	7573995	7576965	+
FBgn0029958	X	7577012	7579638	-
FBgn0029959	X	7580162	7581713	+
FBgn0016041	X	7582125	7584825	+
FBgn0029961	X	7610218	7612062	+
FBgn0052718	X	7623511	7624485	+
FBgn0029962	X	7680215	7685172	+
FBgn0029963	X	7697738	7699449	-
FBgn0029964	X	7703409	7704035	+
FBgn0029965	X	7709826	7712153	-
FBgn0000427	X	7712432	7718458	-
FBgn0029966	X	7720062	7722035	+
FBgn0029967	X	7722199	7729340	-
FBgn0029968	X	7729896	7732212	+
FBgn0029969	X	7732503	7733988	-
FBgn0029970	X	7734302	7736808	-
FBgn0029971	X	7738280	7739032	-
FBgn0040087	X	7739273	7742023	+
FBgn0029973	X	7742581	7743452	-
FBgn0053222	X	7743771	7744642	-
FBgn0004922	X	7744856	7746565	-
FBgn0010292	X	7747138	7748882	+
FBgn0029974	X	7750868	7753017	-
FBgn0029975	X	7754128	7757121	+
FBgn0029976	X	7757325	7762681	+
FBgn0029977	X	7763753	7765367	-
FBgn0026664	X	7765697	7767209	+
FBgn0029979	X	7769354	7776591	-
FBgn0029980	X	7776965	7778516	-
FBgn0004403	X	7778982	7779916	+
FBgn0004404	X	7780140	7781035	+
FBgn0029983	X	7782205	7787169	+
FBgn0027280	X	7786713	7792242	-
FBgn0029985	X	7792717	7797481	+
FBgn0029986	X	7799180	7801133	-
FBgn0029987	X	7801300	7801951	+
FBgn0003656	X	7802055	7813266	-
FBgn0003447	X	7809260	7831337	+
FBgn0010329	X	7840933	7871770	+
FBgn0029989	X	7864756	7866499	-
FBgn0029990	X	7880968	7882736	-
FBgn0004656	X	7885179	7906672	-
FBgn0004657	X	7906883	7915473	+
FBgn0029992	X	7916521	7920711	-
FBgn0029993	X	7921113	7923485	+
FBgn0029994	X	7923585	7926838	-
FBgn0029995	X	7929319	7930752	-
FBgn0029996	X	7933238	7939300	-
FBgn0029997	X	7941813	7947290	-
FBgn0040319	X	7947816	7961380	-
FBgn0029999	X	7962299	7964369	+
FBgn0030000	X	7964314	7966356	-
FBgn0030001	X	7966512	7980949	-
FBgn0030003	X	7974963	7976951	+
FBgn0030004	X	7977642	7980207	+
FBgn0030005	X	7980931	7982123	+
FBgn0025800	X	7983608	7987477	-
FBgn0030006	X	7987852	7988757	-
FBgn0030007	X	7989137	7990837	-
FBgn0030008	X	7991173	7993095	+
FBgn0030009	X	7993185	7993730	+
FBgn0030010	X	7994106	7995923	+
FBgn0030011	X	7995954	7997514	-
FBgn0030012	X	7998280	7999689	+
FBgn0026318	X	7999826	8002602	-
FBgn0030013	X	8002783	8004275	+
FBgn0030014	X	8005349	8006789	+
FBgn0030015	X	8006771	8008028	-
FBgn0030016	X	8009502	8010944	-
FBgn0030017	X	8013190	8015158	-
FBgn0030018	X	8015897	8022390	-
FBgn0003349	X	8023785	8084690	+
FBgn0030025	X	8085920	8086722	+
FBgn0030026	X	8086734	8088540	-
FBgn0020653	X	8087720	8093275	+
FBgn0052715	X	8091000	8091702	-
FBgn0017566	X	8093887	8096902	-
FBgn0030027	X	8098467	8117705	+
FBgn0030028	X	8115266	8116640	-
FBgn0030029	X	8117731	8118443	-
FBgn0030030	X	8118653	8120656	+
FBgn0015519	X	8128193	8174914	-
FBgn0030032	X	8169954	8170361	+
FBgn0030033	X	8231017	8234740	+
FBgn0040928	X	8242392	8243497	-
FBgn0030034	X	8244631	8249181	+
FBgn0030035	X	8249773	8252522	-
FBgn0052711	X	8253243	8255331	-
FBgn0026758	X	8270500	8275436	+
FBgn0052712	X	8278356	8278885	-
FBgn0030037	X	8279153	8282036	-
FBgn0030038	X	8282316	8286172	+
FBgn0030039	X	8286478	8287577	-
FBgn0021767	X	8293469	8299530	-
FBgn0052713	X	8302242	8302796	-
FBgn0030040	X	8303719	8306130	-
FBgn0023506	X	8306712	8308621	+
FBgn0014032	X	8308541	8310233	-
FBgn0053223	X	8310994	8329121	-
FBgn0030041	X	8312679	8314243	-
FBgn0014464	X	8316124	8318323	+
FBgn0014465	X	8319110	8320754	+
FBgn0014466	X	8322363	8323400	+
FBgn0000359	X	8324593	8325536	+
FBgn0000360	X	8327150	8328296	+
FBgn0003023	X	8330229	8334756	-
FBgn0052714	X	8334585	8355335	+
FBgn0053181	X	8355461	8361162	+
FBgn0002968	X	8362609	8397353	+
FBgn0024943	X	8370753	8374761	-
FBgn0026679	X	8400479	8403997	-
FBgn0030048	X	8404113	8405428	-
FBgn0030049	X	8405897	8412872	+
FBgn0030050	X	8415483	8416171	-
FBgn0030051	X	8416335	8418808	-
FBgn0030052	X	8419572	8433763	+
FBgn0030053	X	8434060	8435946	+
FBgn0040929	X	8435852	8437626	-
FBgn0025864	X	8437289	8446452	+
FBgn0030054	X	8447597	8451538	-
FBgn0004102	X	8476576	8495886	-
FBgn0030055	X	8522299	8525954	+
FBgn0030056	X	8526818	8533996	+
FBgn0030057	X	8533859	8535248	-
FBgn0027864	X	8535565	8537040	+
FBgn0030058	X	8537404	8538859	-
FBgn0041629	X	8554890	8557718	+
FBgn0030060	X	8557700	8559868	-
FBgn0030061	X	8560187	8562301	+
FBgn0027330	X	8561950	8565479	-
FBgn0030063	X	8565793	8566737	+
FBgn0026411	X	8602471	8651011	-
FBgn0052710	X	8664458	8665909	+
FBgn0030065	X	8709349	8717371	+
FBgn0011661	X	8718839	8743546	-
FBgn0030066	X	8744268	8745414	-
FBgn0030067	X	8746925	8748714	+
FBgn0011586	X	8749964	8751480	-
FBgn0040930	X	8752951	8753561	+
FBgn0030069	X	8757604	8758184	+
FBgn0030070	X	8763401	8763929	+
FBgn0030071	X	8768459	8768854	-
FBgn0003217	X	8770420	8870175	+
FBgn0030073	X	8818129	8894208	-
FBgn0030074	X	8828890	8829405	-
FBgn0067684	X	8838619	8838640	-
FBgn0052709	X	8871437	8872856	+
FBgn0030075	X	8883352	8885633	+
FBgn0053224	X	8894480	8896168	+
FBgn0030076	X	8896316	8898557	+
FBgn0030077	X	8900268	8903287	-
FBgn0030078	X	8914820	8916629	-
FBgn0030079	X	8916669	8923716	-
FBgn0030080	X	8918128	8918481	-
FBgn0030081	X	8924042	8926263	-
FBgn0030082	X	8926284	8927582	+
FBgn0052707	X	8928152	8931093	+
FBgn0052708	X	8931206	8932003	+
FBgn0052706	X	8932465	8933230	+
FBgn0030085	X	8933692	8934466	+
FBgn0030086	X	8934549	8938054	+
FBgn0046828	X	8936496	8936517	+
FBgn0030087	X	8938827	8948940	-
FBgn0004856	X	8949539	8951823	-
FBgn0030088	X	8952220	8953579	+
FBgn0030089	X	8953914	8961737	+
FBgn0030090	X	8970353	8980239	-
FBgn0030091	X	8987773	8992951	+
FBgn0030092	X	8993315	8994280	-
FBgn0030093	X	8994546	8997199	+
FBgn0004828	X	8998459	9001909	-
FBgn0030094	X	8998596	8999048	+
FBgn0014868	X	9002143	9003732	-
FBgn0040467	X	9003872	9004593	+
FBgn0040931	X	9004729	9005206	-
FBgn0030096	X	9005338	9007262	-
FBgn0026206	X	9008488	9016898	+
FBgn0030097	X	9034544	9035802	-
FBgn0030098	X	9036894	9037770	+
FBgn0030099	X	9037890	9038848	+
FBgn0030100	X	9039163	9040570	+
FBgn0030101	X	9039963	9041682	-
FBgn0016718	X	9042027	9047958	-
FBgn0030102	X	9051341	9055768	-
FBgn0030103	X	9060117	9060923	+
FBgn0030104	X	9061100	9061588	+
FBgn0030105	X	9062147	9062568	+
FBgn0030106	X	9062876	9068478	-
FBgn0030107	X	9070677	9071789	+
FBgn0030108	X	9072516	9073855	+
FBgn0030109	X	9074008	9077594	-
FBgn0052704	X	9077947	9081806	-
FBgn0030112	X	9082022	9088425	-
FBgn0005639	X	9089046	9091149	+
FBgn0000077	X	9091132	9092557	-
FBgn0010269	X	9093016	9095256	+
FBgn0030114	X	9095648	9101041	+
FBgn0028292	X	9101412	9103896	+
FBgn0030116	X	9104506	9105624	-
FBgn0030117	X	9105699	9106553	+
FBgn0052703	X	9106596	9112840	-
FBgn0030120	X	9113653	9115133	-
FBgn0030121	X	9115996	9118110	-
FBgn0030122	X	9118638	9120575	+
FBgn0040236	X	9120871	9128320	-
FBgn0002576	X	9129870	9148858	+
FBgn0030124	X	9157064	9158135	-
FBgn0040235	X	9163135	9164465	-
FBgn0040234	X	9164713	9169580	+
FBgn0052705	X	9171879	9184385	-
FBgn0026149	X	9201867	9203823	+
FBgn0030130	X	9205052	9221083	-
FBgn0030131	X	9227659	9229457	-
FBgn0040932	X	9256913	9264208	+
FBgn0030133	X	9266954	9345342	-
FBgn0052700	X	9351932	9396450	-
